Unnamed: 0,person,text,type,book,ms,city,shelfmark,folia,date
1930,Hrabanus,Commentariorum In Matthaeum,Commentary,Matthew,"Vienna, Österreichische Nationalbibliothek 991 [Salis. 87], saec. x. Books I-IV. (S)",Vienna, Österreichische Nationalbibliothek 991 [Salis. 87],,x
1931,Hrabanus,Commentariorum In Matthaeum,Commentary,Matthew,"Wolfenbüttel, Herzog-August Bibliothek Weissenberg 26, f. 14-92. Saec. ix2.",Wolfenbüttel, Herzog-August Bibliothek Weissenberg 26,14-92,unknown
1932,Hrabanus,Tractatus super Actus Apostolorum,Tract,Acts,"Cambridge, University Library 1007 (Ee III 51), f. 198-238, saec. xiii. (S) *",Cambridge, University Library 1007 (Ee III 51),198-238,xiii
1933,Hrabanus,Tractatus super Actus Apostolorum,Tract,Acts,"Oxford, Balliol College 167, f. 143-174, saec. xii. (S)",Oxford, Balliol College 167,143-174,xii
1934,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Berlin, Staatsbibliothek Lat. 2o 759 (Gôrres 97), f. 69-115, saec. ixin; P: Trier, St. Maximin. Part of Hebrews.",Berlin, Staatsbibliothek Lat. 2o 759 (Gôrres 97),69-115,ixin
1935,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Bielefeld, Landeskirchlisches Archiv 19816/a 11-02. 1 leaf, saec. ix3/4; O: Fulda. Text from Galatians.",Bielefeld, Landeskirchlisches Archiv 19816/a 11-02. 1 leaf,,ix3/4
1936,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Cambridge, Pembroke College 308, saec. ix. Reims. (S)",Cambridge, Pembroke College 308,,ix
1937,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Munich, Bayerische Staatsbibliothek Clm 8108. 76 fol, saec. ixmed. Romans (lib. V-VIII). (S)",Munich, Bayerische Staatsbibliothek Clm 8108. 76 fol,,ixmed
1938,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Munich, Univeritätsbibliothek 2o 34 (Cim. 6), f. 2v-100, saec. ix2; O: Lyon area.",Munich, Univeritätsbibliothek 2o 34 (Cim. 6),2v-100,ix2
1939,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Oxford, Bodleian, Laud Misc. 106 [717], saec. ix; O: Würzburg..",Oxford, Bodleian,,ix
1940,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Paris, Bibliothèque nationale de France lat. 17177, f. 5-8: frag. ad II Tim.; f. 8: frag. ad Philem.",Paris, Bibliothèque nationale de France lat. 17177,5-8: rag,unknown
1941,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Paris, Bibliothèque Sainte-Geneviève 1370, f. 37-55, saec. xii-xiii. Romans interpolated with Jerome and Augustine.",Paris, Bibliothèque Sainte-Geneviève 1370,37-55,xii-xiii
1942,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Vatican, Biblioteca Apostolica lat. 340. 2 leaves, saec. ix.",Vatican, Biblioteca Apostolica lat. 340. 2 leaves,,ix
1943,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Vatican, Biblioteca Apostolica Urb. Lat. 2, f. 250. Saec. xv. General prologue.",Vatican, Biblioteca Apostolica Urb. Lat. 2,250,unknown
1944,Hrabanus,Expositio super epistolae Pauli Lib I-XXIX,Exposition,Pauline Epistles,"Wolfenbüttel, Herzog August Bibliothek 4123 (Weissenburg 39), saec.ixmed. 222 ff.",Wolfenbüttel, Herzog August Bibliothek 4123 (Weissenburg 39),,ixmed
1945,Hrabanus,De institutione clericorum,General,Institutions,"Angers, Bibliothèque municipale 301 (292), saec. x. St. Aubin.",Angers, Bibliothèque municipale 301 (292),,x
1946,Hrabanus,De institutione clericorum,General,Institutions,"Avranches, Bibliothèque municipale 114, f. 1-81, saec. xii.",Avranches, Bibliothèque municipale 114,1-81,xii
1947,Hrabanus,De institutione clericorum,General,Institutions,"Budapest, Nationalmuseum Cod. lat. med. aevi 316, f. 52v, saec. ix2. Salzburg. I 14-16 in.",Budapest, Nationalmuseum Cod. lat. med. aevi 316,52v,ix2
1948,Hrabanus,De institutione clericorum,General,Institutions,"Cologne, Dombibliothek CX (Darmst. 2109). 82 ff, saec. x.",Cologne, Dombibliothek CX (Darmst. 2109). 82 ff,,x
1949,Hrabanus,De institutione clericorum,General,Institutions,"Düsseldorf, Univ.-Bibl., B 113, f. 6v-44r, saec. ix, 3rd or 4th quarter. Essen.",Düsseldorf, Univ.-Bibl.,6v-44r,"ix, 3rd or 4th quarter"
1950,Hrabanus,De institutione clericorum,General,Institutions,"Florence, Biblioteca Medicea Laurenziana, Cod. Ashburnhamiani 8 (43.-9) sec ix. 164 ff.",Florence, Biblioteca Medicea Laurenziana,,unknown
1951,Hrabanus,De institutione clericorum,General,Institutions,"Fulda, Landesbibl. Hs. Aa 2, f. 139v-148r. I 14-24; 31-33.",Fulda, Landesbibl. Hs. Aa 2,139v-148r,unknown
1952,Hrabanus,De institutione clericorum,General,Institutions,"Munich, Bayerische Staatsbibliothek Clm 4113, f. 129v-131v. 1154-1159; Augsburg. Fragment, I, 15-23.",Munich, Bayerische Staatsbibliothek Clm 4113,129v-131v,unknown
1953,Hrabanus,De institutione clericorum,General,Institutions,"Munich, Bayerische Staatsbibliothek Clm 14210, saec. ix1. Fulda.",Munich, Bayerische Staatsbibliothek Clm 14210,,ix1
1954,Hrabanus,De institutione clericorum,General,Institutions,"Munich, Bayerische Staatsbibliothek Clm 14405, saec. ix. Regensberg.",Munich, Bayerische Staatsbibliothek Clm 14405,,ix
1955,Hrabanus,De institutione clericorum,General,Institutions,"Munich, Bayerische Staatsbibliothek Clm 14614, f. 75-77, saec. ix. Tours.",Munich, Bayerische Staatsbibliothek Clm 14614,75-77,ix
1956,Hrabanus,De institutione clericorum,General,Institutions,"Munich, Bayerische Staatsbibliothek 14716, f. 105-118. I, 31, 14-23, saec. ix2; Fulda.",Munich, Bayerische Staatsbibliothek 14716,105-118,ix2
1957,Hrabanus,De institutione clericorum,General,Institutions,"Munich, Bayerische Staatsbibliothek Clm 14728, f. 49-126, saec. x. St. Emmeram.",Munich, Bayerische Staatsbibliothek Clm 14728,49-126,x
1958,Hrabanus,De institutione clericorum,General,Institutions,"Munich, Bayerische Staatsbibliothek Clm 14754, f. 96-118, saec. x. St. Emmeram. Incomplete l. I-III, ch. 4 only.",Munich, Bayerische Staatsbibliothek Clm 14754,96-118,x
1959,Hrabanus,De institutione clericorum,General,Institutions,"Paris, Bibliothèque Nationale, lat. 1938, f. 172-178, saec. ix. Fragment.",Paris, Bibliothèque Nationale,172-178,ix
1960,Hrabanus,De institutione clericorum,General,Institutions,"Paris, Bibliothèque Nationale, lat. 2399, f. 112-182, saec. xi. Moissac.",Paris, Bibliothèque Nationale,112-182,xi
1961,Hrabanus,De institutione clericorum,General,Institutions,"Paris, Bibliothèque Nationale, lat. 2440, saec. ix. Fulda.",Paris, Bibliothèque Nationale,,ix
1962,Hrabanus,De institutione clericorum,General,Institutions,"Paris, Bibliothèque Nationale, lat. 2441, saec. xi. 54 ff.",Paris, Bibliothèque Nationale,,xi
1963,Hrabanus,De institutione clericorum,General,Institutions,"Paris, Bibliothèque nationale de France lat. 2442, saec. xi.",Paris, Bibliothèque nationale de France lat. 2442,,xi
1964,Hrabanus,De institutione clericorum,General,Institutions,"Sankt Gallen, Stiftsbibliothek 286, saec. ix1. Regensberg.",Sankt Gallen, Stiftsbibliothek 286,,ix1
1965,Hrabanus,De institutione clericorum,General,Institutions,"Sankt Gallen, Stiftsbibliothek 446, p. 76-79, saec. x.",Sankt Gallen, Stiftsbibliothek 446,76-79,x
1966,Hrabanus,De institutione clericorum,General,Institutions,"Trier, Stadtbibliothek 592, f. 2-38v, saec. ix ex. Trier, St. Maximin.",Trier, Stadtbibliothek 592,2-38v,ix ex
1967,Hrabanus,De institutione clericorum,General,Institutions,"Uppsala, Universitätsbibliothek C 221, f. 71r-83r, saec. xii. England.",Uppsala, Universitätsbibliothek C 221,71r-83r,xii
1968,Hrabanus,De institutione clericorum,General,Institutions,"Wolfenbüttel, Herzog August Bibliothek 35 (Helmst. 32), f. 117v-129, saec. xi inc.",Wolfenbüttel, Herzog August Bibliothek 35 (Helmst. 32),117v-129,xi inc
1969,Hrabanus,De universo (De rerum naturis),General,De rerum,"Angers, Bibliothèque publique 31 (olim 27), s. xv.",Angers, Bibliothèque publique 31 (olim 27),,unknown
1970,Hrabanus,De universo (De rerum naturis),General,De rerum,"Arras, Bibliothèque municipale 506 (832), s. xi.",Arras, Bibliothèque municipale 506 (832),,unknown
1971,Hrabanus,De universo (De rerum naturis),General,De rerum,"Augsburg, Staats- und Stadtbibliothek 20 Cod. 8, f. 4v-5r; saec. xi/xii. Fragment.",Augsburg, Staats- und Stadtbibliothek 20 Cod. 8,4v-5r; saec,xi/xii
1972,Hrabanus,De universo (De rerum naturis),General,De rerum,"Augsburg, Staats- und Stadtbibliothek 20 Cod. 517, f. 88v-97v; A.D. 1514. Fragment.",Augsburg, Staats- und Stadtbibliothek 20 Cod. 517,88v-97v; A,unknown
1973,Hrabanus,De universo (De rerum naturis),General,De rerum,"Augsburg, Universitatsbibliothek, Oettingen-Wallersteinsche Bibliothek, Cod. I.2.2038, f. 1-2; s. ix3. Fragment.",Augsburg, Universitatsbibliothek,1-2; s,unknown
1974,Hrabanus,De universo (De rerum naturis),General,De rerum,"Berlin, Staatsbibliothek - Preussischer Kulturbesitz lat. fol. 930; s. xiv. Fragment.",Berlin, Staatsbibliothek - Preussischer Kulturbesitz lat. fol. 930; s. xiv. Fragment.,,unknown
1975,Hrabanus,De universo (De rerum naturis),General,De rerum,"Cambridge, Corpus Christi College 11, s. xii/xiii.",Cambridge, Corpus Christi College 11,,unknown
1976,Hrabanus,De universo (De rerum naturis),General,De rerum,"Cambridge, St John's College 62, fol. 11; s. xiii. Fragment.",Cambridge, St John's College 62,,unknown
1977,Hrabanus,De universo (De rerum naturis),General,De rerum,"Cambridge, University Library Dd 1.30, s. xiii.",Cambridge, University Library Dd 1.30,,unknown
1978,Hrabanus,De universo (De rerum naturis),General,De rerum,"Cambridge, University Library Dd 8.13 (Books 11-22).",Cambridge, University Library Dd 8.13 (Books 11-22).,,unknown
1979,Hrabanus,De universo (De rerum naturis),General,De rerum,"Cambridge, University Library Dd 13.4 (Books 1-10).",Cambridge, University Library Dd 13.4 (Books 1-10).,,unknown
1980,Hrabanus,De universo (De rerum naturis),General,De rerum,"Darmstadt, Hessische Landes- und Hochschulbibliothek 416, Heidelberg 1467.",Darmstadt, Hessische Landes- und Hochschulbibliothek 416,,unknown
1981,Hrabanus,De universo (De rerum naturis),General,De rerum,"Engelberg, Cod. 90, foll. 160r-166v.",Engelberg, Cod. 90,,unknown
1982,Hrabanus,De universo (De rerum naturis),General,De rerum,"El Escorial, Real bibliotheca, f.I.12, s. xiv.",El Escorial, Real bibliotheca,I,unknown
1983,Hrabanus,De universo (De rerum naturis),General,De rerum,"Florence, Biblioteca Medicea Laurentiana Fondo Santa Croce, Plut. XXXI Sin. Cod. I",Florence, Biblioteca Medicea Laurentiana Fondo Santa Croce,,unknown
1984,Hrabanus,De universo (De rerum naturis),General,De rerum,"Glasgow, University Library Hunterian V.1.3 (366).",Glasgow, University Library Hunterian V.1.3 (366).,,unknown
1985,Hrabanus,De universo (De rerum naturis),General,De rerum,"Karlsruhe, Badische Landesbibiothek Aug. perg. 68. Books 12-22.",Karlsruhe, Badische Landesbibiothek Aug. perg. 68. Books 12-22.,,unknown
1986,Hrabanus,De universo (De rerum naturis),General,De rerum,"Karlsruhe, Badische Landesbibliothek Aug. perg. 96, saec. x. Books 1-11.",Karlsruhe, Badische Landesbibliothek Aug. perg. 96,,x
1987,Hrabanus,De universo (De rerum naturis),General,De rerum,"Leyden, Vossian. lat. F5, saec. xiv.",Leyden, Vossian. lat. F5,,xiv
1988,Hrabanus,De universo (De rerum naturis),General,De rerum,"London, British Library, Harley 3092; s. x. Fragment.",London, British Library,,unknown
1989,Hrabanus,De universo (De rerum naturis),General,De rerum,"London, British Library, Royal 8.B.xiv, foll. 74-115; s. xiii. Fragment.",London, British Library,,unknown
1990,Hrabanus,De universo (De rerum naturis),General,De rerum,"London, British Library, Royal 12.G.xiv, ex St Albans.",London, British Library,,unknown
1991,Hrabanus,De universo (De rerum naturis),General,De rerum,"Monte Cassino, Badia cxxxii (Ext. 132 & 46; Pluteo GG), saec. xi. Beneventan.",Monte Cassino, Badia cxxxii (Ext. 132 & 46; Pluteo GG),,xi
1992,Hrabanus,De universo (De rerum naturis),General,De rerum,"Munich, Bayerische Staatsbibliothek Clm 28294, f. 1ra-2vb and 170ra-171vb; s. xiv. Fragment.",Munich, Bayerische Staatsbibliothek Clm 28294,1ra-2vb and 170ra-171vb; s,unknown
1993,Hrabanus,De universo (De rerum naturis),General,De rerum,"Munich, Universitätsbibliothek Georgianum LXIII (2 folios); s. ix. [destroyed during WW II]. Fragment.",Munich, Universitätsbibliothek Georgianum LXIII (2 folios); s. ix. [destroyed during WW II]. Fragment.,,unknown
1994,Hrabanus,De universo (De rerum naturis),General,De rerum,"Naples, Biblioteca Nazionale Borbon. V.C.46, saec.xii.",Naples, Biblioteca Nazionale Borbon. V.C.46,,xii
1995,Hrabanus,De universo (De rerum naturis),General,De rerum,"New York, Columbia University Plimpton 128; saec.xiv.",New York, Columbia University Plimpton 128; saec.xiv.,,xiv
1996,Hrabanus,De universo (De rerum naturis),General,De rerum,"Oxford, Bodleian Library Laud misc. 746, saec. xiii.",Oxford, Bodleian Library Laud misc. 746,,xiii
1997,Hrabanus,De universo (De rerum naturis),General,De rerum,"Oxford, Balliol College 190, fol. 45-51; 1460-65.",Oxford, Balliol College 190,,unknown
1998,Hrabanus,De universo (De rerum naturis),General,De rerum,"Oxford, New College 159, saec. xiv.",Oxford, New College 159,,xiv
1999,Hrabanus,De universo (De rerum naturis),General,De rerum,"Oxford, St John's College 5, saec. xii; Reading.",Oxford, St John's College 5,,xii
2000,Hrabanus,De universo (De rerum naturis),General,De rerum,"Oxford, St John's College 88, saec. xii; Chicester.",Oxford, St John's College 88,,xii
2001,Hrabanus,De universo (De rerum naturis),General,De rerum,"Oxford, Trinity College, LXIV, f. 1-167r, saec. xiii. Gloucester, St. Peter.",Oxford, Trinity College,1-167r,xiii
2002,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliothèque nationale de France lat. 1761, f. 101-106, saec. xiii. Fragments.",Paris, Bibliothèque nationale de France lat. 1761,101-106,xiii
2003,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliotheque nationale de France lat.  2024, f. 41-42v; saec.xi.",Paris, Bibliotheque nationale de France lat.  2024,41-42v; saec,xi
2004,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliothèque nationale de France lat. 2420, s. xiv.",Paris, Bibliothèque nationale de France lat. 2420,,unknown
2005,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliotheque nationale de France lat. 2439, fol. 182v; saec. xii.",Paris, Bibliotheque nationale de France lat. 2439,,xii
2006,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliotheque nationale de France lat. 7608.",Paris, Bibliotheque nationale de France lat. 7608.,,unknown
2007,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliotheque nationale de France lat. 11684.",Paris, Bibliotheque nationale de France lat. 11684.,,unknown
2008,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliotheque nationale de France lat. 13411.",Paris, Bibliotheque nationale de France lat. 13411.,,unknown
2009,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliothèque nationale de France lat. 16879, saec. xii.",Paris, Bibliothèque nationale de France lat. 16879,,xii
2010,Hrabanus,De universo (De rerum naturis),General,De rerum,"Paris, Bibliotheque nationale de France lat. 17177; s. xii.",Paris, Bibliotheque nationale de France lat. 17177; s. xii.,,unknown
2011,Hrabanus,De universo (De rerum naturis),General,De rerum,"Reims, Bibliothèque Municipale 424, saec. xv.",Reims, Bibliothèque Municipale 424,,xv
2012,Hrabanus,De universo (De rerum naturis),General,De rerum,"Reims, Bibliothèque Municipale 425, saec. xv.",Reims, Bibliothèque Municipale 425,,xv
2013,Hrabanus,De universo (De rerum naturis),General,De rerum,"Stuttgart, Wurtembergische Landesbibliothek Theol. et philos. 2045, 1457",Stuttgart, Wurtembergische Landesbibliothek Theol. et philos. 2045,,unknown
2014,Hrabanus,De universo (De rerum naturis),General,De rerum,"Stuttgart, Wurttembergische Landesbibliothek Theol. et philos. 20218, f. 1-43; saec. xii. Fragment.",Stuttgart, Wurttembergische Landesbibliothek Theol. et philos. 20218,1-43; saec,xii
2015,Hrabanus,De universo (De rerum naturis),General,De rerum,"Troyes, Bibliotheque municipale 1628, foll. 24-27v.",Troyes, Bibliotheque municipale 1628,,unknown
2016,Hrabanus,De universo (De rerum naturis),General,De rerum,"Troyes, Bibliotheque municipale 1926, fol. 136.",Troyes, Bibliotheque municipale 1926,,unknown
2017,Hrabanus,De universo (De rerum naturis),General,De rerum,"Vatican, Biblioteca Apostolica lat 939, foll. 120v-123v. Fragment.",Vatican, Biblioteca Apostolica lat 939,,unknown
2018,Hrabanus,De universo (De rerum naturis),General,De rerum,"Vatican, Biblioteca Apostolica lat 1149.",Vatican, Biblioteca Apostolica lat 1149.,,unknown
2019,Hrabanus,De universo (De rerum naturis),General,De rerum,"Vatican, Biblioteca Apostolica Pal. lat. 291. 1425.",Vatican, Biblioteca Apostolica Pal. lat. 291. 1425.,,unknown
2020,Hrabanus,De universo (De rerum naturis),General,De rerum,"Vatican, Biblioteca Apostolica Reg. lat 39110.",Vatican, Biblioteca Apostolica Reg. lat 39110.,,unknown
2021,Hrabanus,De universo (De rerum naturis),General,De rerum,"Venice, Biblioteca Marciana lat Z.497 (=1811), f. 183r-184r.",Venice, Biblioteca Marciana lat Z.497 (=1811),183r-184r,unknown
2022,Hrabanus,De universo (De rerum naturis),General,De rerum,"Venezia, Marciana, II 56 (2094), ff. 1-136.",Venezia, Marciana,1-136,unknown
2023,Hrabanus,De universo (De rerum naturis),General,De rerum,"Vienna, Österreichische Nationalbibliothek 121 (olim 113), before 852.",Vienna, Österreichische Nationalbibliothek 121 (olim 113),,unknown
2024,Hrabanus,De universo (De rerum naturis),General,De rerum,"Worcester, Cathedral Library, F.21.",Worcester, Cathedral Library,,unknown
2025,Hrabanus,De universo (De rerum naturis),General,De rerum,"New Haven, Yale University, Beinecke Library 322, f. 53r-172v, saec. xii3/4. Oxford?",New Haven, Yale University,53r-172v,xii3/4
2026,Hrabanus,De universo (De rerum naturis),General,De rerum,"Zurich, Zentralbibliothek Car C.97 (263)",Zurich, Zentralbibliothek Car C.97 (263),,unknown
2027,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Luxemburg, Bibliothèque nationale 264, saec. xi.",Luxemburg, Bibliothèque nationale 264,,xi
2028,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Munich, Bayerische Staatsbibliothe Clm 9504, pp. 230-235, saec. xii. Hom. 70.",Munich, Bayerische Staatsbibliothe Clm 9504,230-235,xii
2029,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Munich, Bayerische Staatsbibliothek Clm 14629, saec. x; St. Emmeran.",Munich, Bayerische Staatsbibliothek Clm 14629,,x
2030,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Munich, Bayerische Staatsbibliothek Clm 21227, saec. x-xi; Ulm.",Munich, Bayerische Staatsbibliothek Clm 21227,,x-xi
2031,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Munich, Bayerische Staatsbibliothek Clm 28459. c. 1400.",Munich, Bayerische Staatsbibliothek Clm 28459. c. 1400.,,unknown
2032,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Paris, Arsenal 470, saec. xii.",Paris, Arsenal 470,,xii
2033,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Paris, Bibliiothèque national de France lat. 315, saec. xii; St.-Martial de Limoges.",Paris, Bibliiothèque national de France lat. 315,,xii
2034,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Vatican, Barb. Lat. 556, f. 2-20, saec. xii. 15 homelies.",Vatican, Barb. Lat. 556,2-20,xii
2035,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Vorau, Bibl. Can. 345, saec. xii.",Vorau, Bibl. Can. 345,,xii
2036,Hrabanus,"Homiliae de festis praecipuis, ad Haistulfum archiepiscopum",Homily,General,"Wurzburg, Univ. M.p.th.f. 80, saec. ix mid; Bavaria.",Wurzburg, Univ. M.p.th.f. 80,th,ix mid
2037,Hrabanus,"Homiliae in Euangelia et Epistolas, ad Lotharium Augustum",Homily,General,"Iéna, Universiteitsbibliothek El. Fo 32, saec. x mid.; Germany. 134 ff. .",Iéna, Universiteitsbibliothek El. Fo 32,,x mid
2038,Hrabanus,"Homiliae in Euangelia et Epistolas, ad Lotharium Augustum",Homily,General,"Paris, Bibliothèque nationale de France lat. 614A (Colbert 6202; Regius 44103), f. 61v-64. Homilia 108 (PL 110).*",Paris, Bibliothèque nationale de France lat. 614A (Colbert 6202; Regius 44103),61v-64,unknown
2039,Pseudo-Hrabanus,Expositio in Octoteuchum,Exposition,Octeteuch,"Berlin, Staatsbiliothek - Preussicher Kulturbesitz, Theol. lat. fol. 325 (Rose 345), f. 2-124, saec. xvi.",Berlin, Staatsbiliothek - Preussicher Kulturbesitz,2-124,xvi
2040,Pseudo-Hrabanus,Expositio in Octoteuchum,Exposition,Octeteuch,"Munich, Bayerische Staatsbibliothek, Clm 9565, f. 1-160, saec. xii.",Munich, Bayerische Staatsbibliothek,1-160,xii
2041,Pseudo-Hrabanus,Expositio in Octoteuchum,Exposition,Octeteuch,"Munich, Bayerische Staatsbibliothek, Clm 22260, f. 1-138, saec. xii. Windberg.",Munich, Bayerische Staatsbibliothek,1-138,xii
2042,Pseudo-Hrabanus,Expositio in Octoteuchum,Exposition,Octeteuch,"Regensburg, Fürstl. Hofbibl. Perg. 4, f. 1-141, saec. xii.",Regensburg, Fürstl. Hofbibl. Perg. 4,1-141,xii
2043,Pseudo-Hrabanus,Expositio in Hiob,Exposition,Job,"Karlsruhe, Landesbibliothek Aug, perg. 193, f. 1-262, saec. x. (S)",Karlsruhe, Landesbibliothek Aug,1-262,x
2044,Pseudo-Hrabanus,Expositio in Hiob,Exposition,Job,"Paris, Bibliothèque Nationale lat. 12016, f. 1-89, saec. x. Attributed to Philippus. (S)",Paris, Bibliothèque Nationale lat. 12016,1-89,x
2045,Pseudo-Hrabanus,Expositio in Hiob,Exposition,Job,"Paris, Bibliothèque Nationale lat. 12157, f. 97-142. Attributed to Jerome. Incomplete, c. 32-42 only. (S)",Paris, Bibliothèque Nationale lat. 12157,97-142,unknown
2046,Pseudo-Hrabanus,Expositio in Hiob,Exposition,Job,"St. Gall, Stiftsbibliothek 106, f. 1-266, saec. x. Attributed to Jerome. (S)",St. Gall, Stiftsbibliothek 106,1-266,x
2047,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Alençon, Bibliothèque municipale 2, f. 57-82v, saec. xii; St. Evroult. (L) *",Alençon, Bibliothèque municipale 2,57-82v,xii
2048,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Avranches, Bibliothèque municipale 67, f. 29v-46; 51v-68, saec. xii. (L) *",Avranches, Bibliothèque municipale 67,29v-46; 51v-68,xii
2049,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Barcelona, Archivo Capitular 64, f. 64rb-68rb, saec. x-xi. *",Barcelona, Archivo Capitular 64,64rb-68rb,x-xi
2050,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Berkeley, University of California 17 (Phillipps 391), f. 21, saec. xi2/2; Trier, St.Matthias.",Berkeley, University of California 17 (Phillipps 391),21,xi2/2
2051,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Berlin, Staatsbibliothek - Preussischer Kulturbesitz Bible, 289, saec. xii.",Berlin, Staatsbibliothek - Preussischer Kulturbesitz Bible,,xii
2052,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Berlin, Staatsbibliothek - Preussischer Kulturbesitz, Lat. qu. 697 (Görres 113), f. 35v-74v, saec. xii2; Trier; St. Maximin.. (L)",Berlin, Staatsbibliothek - Preussischer Kulturbesitz,35v-74v,xii2
2053,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Bern, Burgerbibliothek, AA 90, no 15, f. 3v-8, saec. xii ex. (L)",Bern, Burgerbibliothek,3v-8,xii ex
2054,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Cambridge, Emmanuel College, 57. F (I.3.4), f. 76-98 , saec. xii inc. (L)",Cambridge, Emmanuel College,76-98,xii inc
2055,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Cambridge, Trinity College, 77 (B.2.23), f. 114-136, saec. xii inc; Canterbury. (L)",Cambridge, Trinity College,114-136,xii inc
2056,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Cambridge, Trinity College, 1238 (O.4.7), f. 112-150, saec. xii inc; Rochester. (L)",Cambridge, Trinity College,112-150,xii inc
2057,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Cambridge, University Library, Kk.iv.6, f. 63-82v, saec. xii; Worcester. (L).",Cambridge, University Library,63-82v,xii
2058,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Cheltenham, Phillipps, 391, saec. xi ex. Trier, St. Matthias. (L)",Cheltenham, Phillipps,,xi ex
2059,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Cheltenham, Phillipps, 398, saec. xii. (L)",Cheltenham, Phillipps,,xii
2060,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Cheltenham, Phillipps, 3721, saec. xiii. (L)",Cheltenham, Phillipps,,xiii
2061,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Durham, Cathedral, B.2.11, f. 61-71v, saec. xii ex. (L)",Durham, Cathedral,61-71v,xii ex
2062,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Düsseldorf, Landes- und Stadtbibliothek, B.90, saec. xv. (L)",Düsseldorf, Landes- und Stadtbibliothek,,xv
2063,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Engelberg, Stiftsbibliothek, 49, f. 25v-53v, saec. xii. (L)",Engelberg, Stiftsbibliothek,25v-53v,xii
2064,Pseudo-Jerome,Quaestiones Hebraicae in Librum I-II Samuelis,Questions,Samuel,"Florence, Biblioteca Medicea Laurenziana, Fesul. 33, f. 168v-179, saec. xv. (L)",Florence, Biblioteca Medicea Laurenziana,168v-179,xv
